source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-01284,REC-0322,Network Anomaly Detection,IDS/IPS System,Moderate,2026-05-16 23:29,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01285,REC-0322,Malware Detection Engine,Antivirus Scanner,High,2026-05-16 23:54,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01286,REC-0322,Device Telemetry,Endpoint Agent,Moderate,2026-05-16 23:09,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01287,REC-0323,Device Telemetry,Endpoint Agent,Very High,2026-05-14 23:57,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01288,REC-0323,Network Activity,NetFlow Collector,High,2026-05-14 23:44,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01289,REC-0323,Historical Incident Records,Incident Registry,Very High,2026-05-14 23:58,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01290,REC-0323,Security Logs,SIEM Stream,Moderate,2026-05-14 23:25,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01291,REC-0324,Network Anomaly Detection,IDS/IPS System,High,2026-05-18 23:18,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01292,REC-0324,Security Logs,SIEM Stream,High,2026-05-18 23:58,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01293,REC-0324,Device Telemetry,Endpoint Agent,Very High,2026-05-18 23:32,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01294,REC-0324,Authentication Events,Identity Provider,High,2026-05-18 23:52,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01295,REC-0324,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-18 23:38,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01296,REC-0325,Network Anomaly Detection,IDS/IPS System,Moderate,2026-05-25 23:23,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01297,REC-0325,Security Logs,SIEM Stream,High,2026-05-25 23:58,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01298,REC-0325,Endpoint Detection Systems,EDR Engine,High,2026-05-25 23:47,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01299,REC-0326,Device Telemetry,Endpoint Agent,High,2026-06-17 23:42,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01300,REC-0326,Authentication Events,Identity Provider,High,2026-06-17 23:35,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01301,REC-0326,Malware Detection Engine,Antivirus Scanner,Moderate,2026-06-17 23:21,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01302,REC-0326,Endpoint Detection Systems,EDR Engine,Very High,2026-06-17 23:11,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01303,REC-0327,Security Logs,SIEM Stream,Moderate,2026-06-15 23:18,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01304,REC-0327,Historical Incident Records,Incident Registry,High,2026-06-15 23:33,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01305,REC-0327,Device Telemetry,Endpoint Agent,Moderate,2026-06-15 23:21,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01306,REC-0328,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-31 23:42,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01307,REC-0328,Device Telemetry,Endpoint Agent,High,2026-05-31 23:34,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01308,REC-0328,Malware Detection Engine,Antivirus Scanner,High,2026-05-31 23:08,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01309,REC-0328,Network Anomaly Detection,IDS/IPS System,Moderate,2026-05-31 23:34,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01310,REC-0329,Network Anomaly Detection,IDS/IPS System,High,2026-05-19 23:46,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01311,REC-0329,Patch Compliance Records,Systems Management,Very High,2026-05-19 23:53,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01312,REC-0329,Authentication Events,Identity Provider,High,2026-05-19 23:30,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01313,REC-0329,Historical Incident Records,Incident Registry,High,2026-05-19 23:32,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01314,REC-0330,Security Logs,SIEM Stream,High,2026-06-05 23:49,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01315,REC-0330,Threat Intelligence Feeds,External Threat Intel,High,2026-06-05 23:16,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01316,REC-0330,Endpoint Detection Systems,EDR Engine,Moderate,2026-06-05 23:33,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01317,REC-0331,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-23 23:17,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01318,REC-0331,Malware Detection Engine,Antivirus Scanner,High,2026-05-23 23:37,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01319,REC-0331,Patch Compliance Records,Systems Management,High,2026-05-23 23:06,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01320,REC-0331,Historical Incident Records,Incident Registry,High,2026-05-23 23:23,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01321,REC-0332,Threat Intelligence Feeds,External Threat Intel,High,2026-05-31 23:24,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01322,REC-0332,Security Logs,SIEM Stream,High,2026-05-31 23:41,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01323,REC-0332,Device Telemetry,Endpoint Agent,High,2026-05-31 23:29,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01324,REC-0332,Endpoint Detection Systems,EDR Engine,Very High,2026-05-31 23:57,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01325,REC-0332,Authentication Events,Identity Provider,High,2026-05-31 23:11,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01326,REC-0333,Network Activity,NetFlow Collector,High,2026-06-20 23:15,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01327,REC-0333,Patch Compliance Records,Systems Management,Very High,2026-06-20 23:01,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01328,REC-0333,Network Anomaly Detection,IDS/IPS System,High,2026-06-20 23:46,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01329,REC-0333,Threat Intelligence Feeds,External Threat Intel,High,2026-06-20 23:10,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01330,REC-0334,Endpoint Detection Systems,EDR Engine,Very High,2026-06-16 23:27,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
