recommendation_id,device_id,case_id,evidence_type,weight_percentage,description
REC-0856,DEV-0020,CASE-0856,Patch Violation,2.0,Patch Violation detected on DEV-0020-CORP with elevated correlation to monitor device activity.
REC-0856,DEV-0020,CASE-0856,Privilege Escalation,65.5,Privilege Escalation detected on DEV-0020-CORP with elevated correlation to monitor device activity.
REC-0856,DEV-0020,CASE-0856,Data Exfiltration Pattern,1.7,Data Exfiltration Pattern detected on DEV-0020-CORP with elevated correlation to monitor device activity.
REC-0856,DEV-0020,CASE-0856,Network Activity,15.9,Network Activity detected on DEV-0020-CORP with elevated correlation to monitor device activity.
REC-0726,DEV-0011,CASE-0726,Network Activity,88.6,Network Activity detected on DEV-0011-CORP with elevated correlation to deploy security patch.
REC-0726,DEV-0011,CASE-0726,Suspicious DNS Query,10.4,Suspicious DNS Query detected on DEV-0011-CORP with elevated correlation to deploy security patch.
REC-0726,DEV-0011,CASE-0726,Malware Signature,1.0,Malware Signature detected on DEV-0011-CORP with elevated correlation to deploy security patch.
REC-0858,DEV-0136,CASE-0858,Failed Logins,26.8,Failed Logins detected on DEV-0136-CORP with elevated correlation to deploy security patch.
REC-0858,DEV-0136,CASE-0858,Patch Violation,62.3,Patch Violation detected on DEV-0136-CORP with elevated correlation to deploy security patch.
REC-0858,DEV-0136,CASE-0858,Privilege Escalation,10.9,Privilege Escalation detected on DEV-0136-CORP with elevated correlation to deploy security patch.
REC-0168,DEV-0196,CASE-0168,Privilege Escalation,29.5,Privilege Escalation detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0168,DEV-0196,CASE-0168,Suspicious DNS Query,34.3,Suspicious DNS Query detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0168,DEV-0196,CASE-0168,Failed Logins,23.4,Failed Logins detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0168,DEV-0196,CASE-0168,Network Activity,12.8,Network Activity detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0458,DEV-0232,CASE-0458,Privilege Escalation,0.7,Privilege Escalation detected on DEV-0232-CORP with elevated correlation to force password reset.
REC-0458,DEV-0232,CASE-0458,Failed Logins,18.9,Failed Logins detected on DEV-0232-CORP with elevated correlation to force password reset.
REC-0458,DEV-0232,CASE-0458,Patch Violation,4.0,Patch Violation detected on DEV-0232-CORP with elevated correlation to force password reset.
REC-0458,DEV-0232,CASE-0458,Suspicious DNS Query,76.4,Suspicious DNS Query detected on DEV-0232-CORP with elevated correlation to force password reset.
REC-0362,DEV-0068,CASE-0362,Data Exfiltration Pattern,5.1,Data Exfiltration Pattern detected on DEV-0068-CORP with elevated correlation to force password reset.
REC-0362,DEV-0068,CASE-0362,Patch Violation,44.6,Patch Violation detected on DEV-0068-CORP with elevated correlation to force password reset.
REC-0362,DEV-0068,CASE-0362,Suspicious DNS Query,32.0,Suspicious DNS Query detected on DEV-0068-CORP with elevated correlation to force password reset.
REC-0362,DEV-0068,CASE-0362,Network Activity,18.3,Network Activity detected on DEV-0068-CORP with elevated correlation to force password reset.
REC-0962,DEV-0189,CASE-0962,Suspicious DNS Query,22.4,Suspicious DNS Query detected on DEV-0189-CORP with elevated correlation to revoke admin credentials.
REC-0962,DEV-0189,CASE-0962,Data Exfiltration Pattern,45.8,Data Exfiltration Pattern detected on DEV-0189-CORP with elevated correlation to revoke admin credentials.
REC-0962,DEV-0189,CASE-0962,Privilege Escalation,31.8,Privilege Escalation detected on DEV-0189-CORP with elevated correlation to revoke admin credentials.
REC-0817,DEV-0037,CASE-0817,Privilege Escalation,78.2,Privilege Escalation detected on DEV-0037-CORP with elevated correlation to force password reset.
REC-0817,DEV-0037,CASE-0817,Failed Logins,7.5,Failed Logins detected on DEV-0037-CORP with elevated correlation to force password reset.
REC-0817,DEV-0037,CASE-0817,Suspicious DNS Query,14.3,Suspicious DNS Query detected on DEV-0037-CORP with elevated correlation to force password reset.
REC-0816,DEV-0145,CASE-0816,Patch Violation,51.8,Patch Violation detected on DEV-0145-CORP with elevated correlation to force password reset.
REC-0816,DEV-0145,CASE-0816,Anomalous Process,38.6,Anomalous Process detected on DEV-0145-CORP with elevated correlation to force password reset.
REC-0816,DEV-0145,CASE-0816,Privilege Escalation,9.6,Privilege Escalation detected on DEV-0145-CORP with elevated correlation to force password reset.
REC-0139,DEV-0032,CASE-0139,Privilege Escalation,33.8,Privilege Escalation detected on DEV-0032-CORP with elevated correlation to monitor device activity.
REC-0139,DEV-0032,CASE-0139,Patch Violation,24.2,Patch Violation detected on DEV-0032-CORP with elevated correlation to monitor device activity.
REC-0139,DEV-0032,CASE-0139,Data Exfiltration Pattern,42.0,Data Exfiltration Pattern detected on DEV-0032-CORP with elevated correlation to monitor device activity.
REC-0770,DEV-0201,CASE-0770,Data Exfiltration Pattern,60.1,Data Exfiltration Pattern detected on DEV-0201-CORP with elevated correlation to quarantine device.
REC-0770,DEV-0201,CASE-0770,Failed Logins,12.0,Failed Logins detected on DEV-0201-CORP with elevated correlation to quarantine device.
REC-0770,DEV-0201,CASE-0770,Malware Signature,8.7,Malware Signature detected on DEV-0201-CORP with elevated correlation to quarantine device.
REC-0770,DEV-0201,CASE-0770,Suspicious DNS Query,19.3,Suspicious DNS Query detected on DEV-0201-CORP with elevated correlation to quarantine device.
REC-0993,DEV-0015,CASE-0993,Data Exfiltration Pattern,1.8,Data Exfiltration Pattern detected on DEV-0015-CORP with elevated correlation to monitor device activity.
REC-0993,DEV-0015,CASE-0993,Privilege Escalation,3.4,Privilege Escalation detected on DEV-0015-CORP with elevated correlation to monitor device activity.
REC-0993,DEV-0015,CASE-0993,Malware Signature,48.4,Malware Signature detected on DEV-0015-CORP with elevated correlation to monitor device activity.
REC-0993,DEV-0015,CASE-0993,Patch Violation,46.4,Patch Violation detected on DEV-0015-CORP with elevated correlation to monitor device activity.
REC-0615,DEV-0250,CASE-0615,Malware Signature,88.3,Malware Signature detected on DEV-0250-CORP with elevated correlation to restrict network access.
REC-0615,DEV-0250,CASE-0615,Network Activity,6.7,Network Activity detected on DEV-0250-CORP with elevated correlation to restrict network access.
REC-0615,DEV-0250,CASE-0615,Data Exfiltration Pattern,5.0,Data Exfiltration Pattern detected on DEV-0250-CORP with elevated correlation to restrict network access.
REC-0890,DEV-0031,CASE-0890,Network Activity,78.5,Network Activity detected on DEV-0031-CORP with elevated correlation to escalate to human review.
REC-0890,DEV-0031,CASE-0890,Patch Violation,4.5,Patch Violation detected on DEV-0031-CORP with elevated correlation to escalate to human review.
REC-0890,DEV-0031,CASE-0890,Suspicious DNS Query,1.2,Suspicious DNS Query detected on DEV-0031-CORP with elevated correlation to escalate to human review.
REC-0890,DEV-0031,CASE-0890,Anomalous Process,15.8,Anomalous Process detected on DEV-0031-CORP with elevated correlation to escalate to human review.
REC-0283,DEV-0111,CASE-0283,Network Activity,51.2,Network Activity detected on DEV-0111-CORP with elevated correlation to quarantine device.
REC-0283,DEV-0111,CASE-0283,Privilege Escalation,21.7,Privilege Escalation detected on DEV-0111-CORP with elevated correlation to quarantine device.
REC-0283,DEV-0111,CASE-0283,Anomalous Process,9.6,Anomalous Process detected on DEV-0111-CORP with elevated correlation to quarantine device.
REC-0283,DEV-0111,CASE-0283,Malware Signature,7.1,Malware Signature detected on DEV-0111-CORP with elevated correlation to quarantine device.
REC-0283,DEV-0111,CASE-0283,Suspicious DNS Query,10.5,Suspicious DNS Query detected on DEV-0111-CORP with elevated correlation to quarantine device.
REC-0420,DEV-0231,CASE-0420,Data Exfiltration Pattern,42.6,Data Exfiltration Pattern detected on DEV-0231-CORP with elevated correlation to deploy security patch.
REC-0420,DEV-0231,CASE-0420,Patch Violation,10.9,Patch Violation detected on DEV-0231-CORP with elevated correlation to deploy security patch.
REC-0420,DEV-0231,CASE-0420,Failed Logins,6.5,Failed Logins detected on DEV-0231-CORP with elevated correlation to deploy security patch.
REC-0420,DEV-0231,CASE-0420,Anomalous Process,14.0,Anomalous Process detected on DEV-0231-CORP with elevated correlation to deploy security patch.
REC-0420,DEV-0231,CASE-0420,Suspicious DNS Query,26.1,Suspicious DNS Query detected on DEV-0231-CORP with elevated correlation to deploy security patch.
REC-0023,DEV-0013,CASE-0023,Suspicious DNS Query,24.7,Suspicious DNS Query detected on DEV-0013-CORP with elevated correlation to monitor device activity.
REC-0023,DEV-0013,CASE-0023,Patch Violation,20.6,Patch Violation detected on DEV-0013-CORP with elevated correlation to monitor device activity.
REC-0023,DEV-0013,CASE-0023,Malware Signature,54.7,Malware Signature detected on DEV-0013-CORP with elevated correlation to monitor device activity.
REC-0308,DEV-0047,CASE-0308,Failed Logins,0.8,Failed Logins detected on DEV-0047-CORP with elevated correlation to restrict network access.
REC-0308,DEV-0047,CASE-0308,Privilege Escalation,11.1,Privilege Escalation detected on DEV-0047-CORP with elevated correlation to restrict network access.
REC-0308,DEV-0047,CASE-0308,Network Activity,85.6,Network Activity detected on DEV-0047-CORP with elevated correlation to restrict network access.
REC-0308,DEV-0047,CASE-0308,Suspicious DNS Query,2.6,Suspicious DNS Query detected on DEV-0047-CORP with elevated correlation to restrict network access.
REC-0389,DEV-0042,CASE-0389,Malware Signature,55.7,Malware Signature detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0389,DEV-0042,CASE-0389,Patch Violation,39.2,Patch Violation detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0389,DEV-0042,CASE-0389,Suspicious DNS Query,5.1,Suspicious DNS Query detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0133,DEV-0196,CASE-0133,Data Exfiltration Pattern,8.6,Data Exfiltration Pattern detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0133,DEV-0196,CASE-0133,Privilege Escalation,29.9,Privilege Escalation detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0133,DEV-0196,CASE-0133,Network Activity,30.5,Network Activity detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0133,DEV-0196,CASE-0133,Patch Violation,1.5,Patch Violation detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0133,DEV-0196,CASE-0133,Failed Logins,29.4,Failed Logins detected on DEV-0196-CORP with elevated correlation to monitor device activity.
REC-0960,DEV-0042,CASE-0960,Anomalous Process,15.1,Anomalous Process detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0960,DEV-0042,CASE-0960,Suspicious DNS Query,20.7,Suspicious DNS Query detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0960,DEV-0042,CASE-0960,Patch Violation,4.3,Patch Violation detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0960,DEV-0042,CASE-0960,Privilege Escalation,9.4,Privilege Escalation detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0960,DEV-0042,CASE-0960,Network Activity,50.5,Network Activity detected on DEV-0042-CORP with elevated correlation to deploy security patch.
REC-0696,DEV-0165,CASE-0696,Anomalous Process,28.5,Anomalous Process detected on DEV-0165-CORP with elevated correlation to force password reset.
REC-0696,DEV-0165,CASE-0696,Failed Logins,11.0,Failed Logins detected on DEV-0165-CORP with elevated correlation to force password reset.
REC-0696,DEV-0165,CASE-0696,Data Exfiltration Pattern,30.9,Data Exfiltration Pattern detected on DEV-0165-CORP with elevated correlation to force password reset.
REC-0696,DEV-0165,CASE-0696,Suspicious DNS Query,29.7,Suspicious DNS Query detected on DEV-0165-CORP with elevated correlation to force password reset.
REC-0399,DEV-0027,CASE-0399,Data Exfiltration Pattern,13.5,Data Exfiltration Pattern detected on DEV-0027-CORP with elevated correlation to isolate endpoint.
REC-0399,DEV-0027,CASE-0399,Patch Violation,79.0,Patch Violation detected on DEV-0027-CORP with elevated correlation to isolate endpoint.
REC-0399,DEV-0027,CASE-0399,Malware Signature,7.5,Malware Signature detected on DEV-0027-CORP with elevated correlation to isolate endpoint.
REC-0187,DEV-0209,CASE-0187,Failed Logins,0.8,Failed Logins detected on DEV-0209-CORP with elevated correlation to revoke admin credentials.
REC-0187,DEV-0209,CASE-0187,Malware Signature,56.4,Malware Signature detected on DEV-0209-CORP with elevated correlation to revoke admin credentials.
REC-0187,DEV-0209,CASE-0187,Anomalous Process,21.7,Anomalous Process detected on DEV-0209-CORP with elevated correlation to revoke admin credentials.
REC-0187,DEV-0209,CASE-0187,Patch Violation,21.1,Patch Violation detected on DEV-0209-CORP with elevated correlation to revoke admin credentials.
REC-0157,DEV-0147,CASE-0157,Suspicious DNS Query,4.1,Suspicious DNS Query detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0157,DEV-0147,CASE-0157,Patch Violation,64.0,Patch Violation detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0157,DEV-0147,CASE-0157,Privilege Escalation,6.5,Privilege Escalation detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0157,DEV-0147,CASE-0157,Network Activity,25.4,Network Activity detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0422,DEV-0053,CASE-0422,Data Exfiltration Pattern,25.0,Data Exfiltration Pattern detected on DEV-0053-CORP with elevated correlation to revoke admin credentials.
REC-0422,DEV-0053,CASE-0422,Anomalous Process,39.8,Anomalous Process detected on DEV-0053-CORP with elevated correlation to revoke admin credentials.
REC-0422,DEV-0053,CASE-0422,Suspicious DNS Query,11.2,Suspicious DNS Query detected on DEV-0053-CORP with elevated correlation to revoke admin credentials.
REC-0422,DEV-0053,CASE-0422,Network Activity,24.0,Network Activity detected on DEV-0053-CORP with elevated correlation to revoke admin credentials.
REC-0004,DEV-0172,CASE-0004,Privilege Escalation,62.4,Privilege Escalation detected on DEV-0172-CORP with elevated correlation to escalate to human review.
REC-0004,DEV-0172,CASE-0004,Anomalous Process,24.5,Anomalous Process detected on DEV-0172-CORP with elevated correlation to escalate to human review.
REC-0004,DEV-0172,CASE-0004,Data Exfiltration Pattern,0.3,Data Exfiltration Pattern detected on DEV-0172-CORP with elevated correlation to escalate to human review.
REC-0004,DEV-0172,CASE-0004,Network Activity,12.7,Network Activity detected on DEV-0172-CORP with elevated correlation to escalate to human review.
